Tabla;Campo;Var Type;Utilizado;Campo en Json;Mapeo api endpoint;Cobertura;Column 8;Observaciones;;;;;;;;;;;;;;;;;
wms_orders;vtex_id;varchar(50);SI;commerceId;https://oms.janis.in/api/order;Completa;wms_orders vtex_id;;;Completa: El campo está disponible en la API/Webhook con la misma granularidad.;;;;;;;;;;;;;;;
wms_orders;id;bigint;SI;id;https://oms.janis.in/api/order;Completa;wms_orders id;;;Parcial: El campo existe pero la información es diferente o agregada.;;;;;;;;;;;;;;;
wms_orders;seq_id;varchar(50);SI;commerceSequentialId;https://oms.janis.in/api/order;Completa;wms_orders seq_id;;;Nula: El campo no existe en la nueva fuente de datos.;;;;;;;;;;;;;;;
wms_orders;ecommerce_account;bigint;SI;account.id;https://oms.janis.in/api/order;Completa;wms_orders ecommerce_account;;;TBD (Por Definir): Aún no se ha investigado o requiere confirmación.;;;;;;;;;;;;;;;
wms_orders;seller_id;bigint;SI;seller.id;https://oms.janis.in/api/order;Completa;wms_orders seller_id;;;;;;;;;;;;;;;;;;
wms_orders;seller_ecom_id;varchar(50);SI;seller.commerceId;https://oms.janis.in/api/order;Completa;wms_orders seller_ecom_id;;;;;;;;;;;;;;;;;;
wms_orders;website_name;varchar(100);SI;salesChannelName;https://oms.janis.in/api/order;Completa;wms_orders website_name;;;;;;;;;;;;;;;;;;
wms_orders;customer;bigint;SI;customer.id;https://oms.janis.in/api/order;Completa;wms_orders customer;;;;;;;;;;;;;;;;;;
wms_orders;customer_address;bigint;SI;addresses[].id;https://oms.janis.in/api/order;Parcial;wms_orders customer_address;ID de dirección en array addresses;;;;;;;;;;;;;;;;;
wms_orders;store;bigint;SI;statusPerLocation[].locationId;https://oms.janis.in/api/order;Parcial;wms_orders store;ID de tienda en statusPerLocation;;;;;;;;;;;;;;;;;
wms_orders;sales_channel;smallint;SI;salesChannelId;https://oms.janis.in/api/order;Completa;wms_orders sales_channel;;;;;;;;;;;;;;;;;;
wms_orders;picker;bigint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders picker;pickingResult.pickerId/pickingSession.pickerId (Todavia no esta en prod);;;;;;;;;;;;;;;;;
wms_orders;invoice_date;bigint;SI;invoices[].dateCreated;https://oms.janis.in/api/order;Completa;wms_orders invoice_date;Conversión bigint (timestamp) → ISO 8601;;;;;;;;;;;;;;;;;
wms_orders;invoice_number;varchar(80);SI;invoices[].number;https://oms.janis.in/api/order;Completa;wms_orders invoice_number;;;;;;;;;;;;;;;;;;
wms_orders;invoice_ammount;float(12,2);SI;invoices[].amount;https://oms.janis.in/api/order;Completa;wms_orders invoice_ammount;;;;;;;;;;;;;;;;;;
wms_orders;product_qty;smallint;SI;productsQuantity;https://oms.janis.in/api/order;Completa;wms_orders product_qty;;;;;;;;;;;;;;;;;;
wms_orders;items_qty;smallint;SI;itemsQuantity;https://oms.janis.in/api/order;Completa;wms_orders items_qty;;;;;;;;;;;;;;;;;;
wms_orders;product_qty_picked;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders product_qty_picked;pickingResults[].eanCount;;;;;;;;;;;;;;;;;
wms_orders;items_qty_picked;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders items_qty_picked;pickingResults[].totalQuantity;;;;;;;;;;;;;;;;;
wms_orders;product_substitute_qty;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders product_substitute_qty;pickingResults[].eSustitue;;;;;;;;;;;;;;;;;
wms_orders;items_substitute_qty;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders items_substitute_qty;Revisar en pedido con sustituto;;;;;;;;;;;;;;;;;
wms_orders;product_substituted_qty;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders product_substituted_qty;Revisar en pedido con sustituto;;;;;;;;;;;;;;;;;
wms_orders;items_substituted_qty;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders items_substituted_qty;Revisar en pedido con sustituto;;;;;;;;;;;;;;;;;
wms_orders;product_qty_missing;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders product_qty_missing;Revisar en pedido con sustituto;;;;;;;;;;;;;;;;;
wms_orders;items_qty_missing;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders items_qty_missing;Revisar en pedido con sustituto;;;;;;;;;;;;;;;;;
wms_orders;total;decimal(15,5);SI;totalAmount;https://oms.janis.in/api/order;Completa;wms_orders total;;;;;;;;;;;;;;;;;;
wms_orders;total_items;decimal(15,5);SI;totals.items.amount;https://oms.janis.in/api/order;Completa;wms_orders total_items;;;;;;;;;;;;;;;;;;
wms_orders;total_discount;decimal(15,5);SI;totals.discounts.amount;https://oms.janis.in/api/order;Completa;wms_orders total_discount;;;;;;;;;;;;;;;;;;
wms_orders;total_shipping;decimal(15,5);SI;totals.shipping.amount;https://oms.janis.in/api/order;Completa;wms_orders total_shipping;;;;;;;;;;;;;;;;;;
wms_orders;total_changes;decimal(15,5);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders total_changes;totals.items.originalAmount;;;;;;;;;;;;;;;;;
wms_orders;total_original;decimal(15,5);SI;originalAmount;https://oms.janis.in/api/order;Completa;wms_orders total_original;;;;;;;;;;;;;;;;;;
wms_orders;total_items_original;decimal(15,5);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders total_items_original;originalAmount;;;;;;;;;;;;;;;;;
wms_orders;amount_to_capture;decimal(15,5);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders amount_to_capture;totalAmount;;;;;;;;;;;;;;;;;
wms_orders;items_qty_original;smallint;SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders items_qty_original;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_orders;total_shipping_original;decimal(15,5);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders total_shipping_original;totals.discounts.originalAmount;;;;;;;;;;;;;;;;;
wms_orders;total_discount_original;decimal(15,5);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders total_discount_original;totals.shipping.originalAmount;;;;;;;;;;;;;;;;;
wms_orders;points_card;varchar(30);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders points_card;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_orders;status_vtex;varchar(256);SI;N/A;https://oms.janis.in/api/order (asumido);Nula;wms_orders status_vtex;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_orders;status;smallint;SI;status;https://oms.janis.in/api/order;Completa;wms_orders status;Mapeo de valores de estado necesario;;;;;;;;;;;;;;;;;
wms_orders;user_created;bigint;SI;userCreated;https://oms.janis.in/api/order;Completa;wms_orders user_created;;;;;;;;;;;;;;;;;;
wms_orders;user_modified;bigint;SI;userModified;https://oms.janis.in/api/order;Completa;wms_orders user_modified;;;;;;;;;;;;;;;;;;
wms_orders;date_created;bigint;SI;dateCreated;https://oms.janis.in/api/order;Completa;wms_orders date_created;Conversión bigint (timestamp) → ISO 8601;;;;;;;;;;;;;;;;;
wms_orders;date_picked;bigint;SI;N/A;https://oms.janis.in/api/order (asumido);Parcial;wms_orders date_picked;steps.picking.dateEnd;;;;;;;;;;;;;;;;;
admins;id;bigint unsigned;SI;id (alfanumerico);https://id.janis.in/api/user/{id};Parcial;Campo existe pero valores diferentes: BD usa ID numérico autoincremental, API v2 usa ID alfanumérico. Cambio conocido V1→V2. No crítico - usar email o employeeId como identificador.;El id es alfanumerico en la API y bigint en la DB;;;;;;;;;;;;;;;;;
admins;employee_id;varchar(50);SI;employeeId;https://id.janis.in/api/user/{id};Completa;Presente en lista y detalle de usuario;;;;;;;;;;;;;;;;;;
admins;firstname;varchar(255);SI;firstname;https://id.janis.in/api/user;Completa;Case-insensitive match. También disponible en /user/{id};;;;;;;;;;;;;;;;;;
admins;lastname;varchar(255);SI;lastname;https://id.janis.in/api/user;Completa;Case-insensitive match. También disponible en /user/{id};;;;;;;;;;;;;;;;;;
admins;email;varchar(255);SI;email;https://id.janis.in/api/user;Completa;Campo único para matcheo. También disponible en /user/{id};;;;;;;;;;;;;;;;;;
admins;username;varchar(255);SI;N/A;https://id.janis.in/api/user/{id};Nula;BRECHA CRÍTICA - No existe en API. Preguntar a Janis por alternativa.;Se concatena firstName y lastName;;;;;;;;;;;;;;;;;
admins;document;varchar(50);SI;documentNumber;https://id.janis.in/api/user;Parcial;Algunos registros tienen valores vacíos (60-80% cobertura). También disponible en /user/{id};Cambio el nombre del campo pero entran los mismos datos;;;;;;;;;;;;;;;;;
wms_order_shipping ;id;bigint unsigned;SI;id;https://oms.janis.in/api/order;Completa;wms_order_shipping  id;;;;;;;;;;;;;;;;;;
wms_order_shipping ;order_id;bigint unsigned;SI;(en shippings array);https://oms.janis.in/api/order;Completa;wms_order_shipping  order_id;Relación con orden padre;;;;;;;;;;;;;;;;;
wms_order_shipping ;city;varchar(255);SI;addresses[].city;https://oms.janis.in/api/order;Parcial;wms_order_shipping  city;Ubicado en addresses array anidado;;;;;;;;;;;;;;;;;
wms_order_shipping ;neighborhood;varchar(255);SI;addresses[].neighborhood;https://oms.janis.in/api/order;Parcial;wms_order_shipping  neighborhood;Ubicado en addresses array anidado;;;;;;;;;;;;;;;;;
wms_order_shipping ;complement;varchar(255);SI;addresses[].complement;https://oms.janis.in/api/order;Parcial;wms_order_shipping  complement;Ubicado en addresses array anidado;;;;;;;;;;;;;;;;;
wms_order_shipping ;lat;decimal(12,9);SI;addresses[].lat;https://oms.janis.in/api/order;Parcial;wms_order_shipping  lat;Ubicado en addresses array anidado;;;;;;;;;;;;;;;;;
wms_order_shipping ;lng;decimal(12,9);SI;addresses[].lng;https://oms.janis.in/api/order;Parcial;wms_order_shipping  lng;Ubicado en addresses array anidado;;;;;;;;;;;;;;;;;
wms_order_shipping ;carrier_id;varchar(50);SI;carrierId;https://oms.janis.in/api/order;Completa;wms_order_shipping  carrier_id;;;;;;;;;;;;;;;;;;
wms_order_shipping ;shipping_window_start;bigint unsigned;SI;deliveryWindow.initialDate;https://oms.janis.in/api/order;Completa;wms_order_shipping  shipping_window_start;Conversión bigint (timestamp) → ISO 8601;;;;;;;;;;;;;;;;;
wms_order_shipping ;shipping_window_end;bigint unsigned;SI;deliveryWindow.finalDate;https://oms.janis.in/api/order;Completa;wms_order_shipping  shipping_window_end;Conversión bigint (timestamp) → ISO 8601;;;;;;;;;;;;;;;;;
wms_order_shipping ;shipped_date_start;bigint;SI;dateModified;https://oms.janis.in/api/order;Parcial;wms_order_shipping  shipped_date_start;Aproximación: fecha de modificación del shipping;;;;;;;;;;;;;;;;;
wms_order_shipping ;shipped_date_end;bigint;SI;dateModified;https://oms.janis.in/api/order;Parcial;wms_order_shipping  shipped_date_end;Aproximación: fecha de modificación del shipping;;;;;;;;;;;;;;;;;
wms_order_shipping ;flags;smallint unsigned;SI;N/A;https://oms.janis.in/api/order;Nula;wms_order_shipping  flags;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_order_shipping ;linear_distance;decimal(6,1);SI;N/A;https://oms.janis.in/api/order (por confirmar);Nula;wms_order_shipping  linear_distance;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_logistic_carriers;id;bigint unsigned;SI;[].id;https://delivery.janis.in/api/carrier;Completa;wms_logistic_carriers id;ID del carrier en API;;;;;;;;;;;;;;;;;
wms_logistic_carriers;ref_id;varchar(50);SI;[].refId;https://delivery.janis.in/api/carrier;Completa;wms_logistic_carriers ref_id;Código de referencia del carrier;;;;;;;;;;;;;;;;;
wms_logistic_carriers;name;varchar(255);SI;[].name;https://delivery.janis.in/api/carrier;Completa;wms_logistic_carriers name;Nombre del carrier;;;;;;;;;;;;;;;;;
wms_logistic_carriers;type;varchar(255);SI;N/A;https://delivery.janis.in/api/carrier;Nula;wms_logistic_carriers type;shippingType;;;;;;;;;;;;;;;;;
wms_logistic_carriers;quota;smallint unsigned;SI;N/A;https://delivery.janis.in/api/carrier;Nula;wms_logistic_carriers quota;defaultShippingQuantity;;;;;;;;;;;;;;;;;
wms_logistic_carriers;status;smallint;SI;[].status;https://delivery.janis.in/api/carrier;Completa;wms_logistic_carriers status;Estado del carrier: active o inactive;;;;;;;;;;;;;;;;;
wms_order_items;id;bigint unsigned;SI;items[].id;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items id;;;;;;;;;;;;;;;;;;
wms_order_items;order_id;bigint;SI;id (orden padre);GET https://oms.janis.in/api/order/{id};Completa;wms_order_items order_id;;;;;;;;;;;;;;;;;;
wms_order_items;substitute_of;bigint unsigned;SI;items[].pickingResult[].substituteOf;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_items substitute_of;Disponible en pickingResult después del picking;;;;;;;;;;;;;;;;;
wms_order_items;sku;bigint unsigned;SI;items[].skuId;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items sku;;;;;;;;;;;;;;;;;;
wms_order_items;product;bigint unsigned;SI;items[].commerceProductId;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items product;;;;;;;;;;;;;;;;;;
wms_order_items;ref_id;varchar(50);SI;items[].refId;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items ref_id;;;;;;;;;;;;;;;;;;
wms_order_items;name;varchar(100);SI;items[].name;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items name;;;;;;;;;;;;;;;;;;
wms_order_items;list_price;float(12,2) unsigned;SI;items[].purchasedListPrice;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items list_price;;;;;;;;;;;;;;;;;;
wms_order_items;price;float(12,2) unsigned;SI;items[].purchasedPrice;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items price;;;;;;;;;;;;;;;;;;
wms_order_items;selling_price;decimal(15,5) unsigned;SI;N/A;https://oms.janis.in/api/order/;Nula;wms_order_items selling_price;pickingResult[].price;;;;;;;;;;;;;;;;;
wms_order_items;selling_price_original;decimal(15,5) unsigned;SI;N/A;https://oms.janis.in/api/order/;Nula;wms_order_items selling_price_original;items[].purchasedPrice;;;;;;;;;;;;;;;;;
wms_order_items;quantity;smallint unsigned;SI;items[].purchasedQuantity;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items quantity;;;;;;;;;;;;;;;;;;
wms_order_items;quantity_picked;smallint unsigned;SI;items[].pickingResult[].quantity;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_items quantity_picked;Disponible en pickingResult después del picking;;;;;;;;;;;;;;;;;
wms_order_items;quantity_invoiced;smallint unsigned;SI;items[].invoicedQuantity;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_items quantity_invoiced;Disponible después de facturación;;;;;;;;;;;;;;;;;
wms_order_items;quantity_returned;smallint unsigned;SI;items[].returnedQuantity;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_items quantity_returned;Disponible si hay devoluciones;;;;;;;;;;;;;;;;;
wms_order_items;substitute_type;tinyint unsigned;SI;items[].pickingResult[].type;GET https://oms.janis.in/api/order/{id};Parcial;wms_order_items substitute_type;Disponible en pickingResult (original/substitute/candidate);;;;;;;;;;;;;;;;;
wms_order_items;measurement_unit;varchar(5);SI;items[].sellingMeasurementUnit;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items measurement_unit;;;;;;;;;;;;;;;;;;
wms_order_items;unit_multiplier;float(7,5) unsigned;SI;items[].sellingUnitMultiplier;GET https://oms.janis.in/api/order/{id};Completa;wms_order_items unit_multiplier;;;;;;;;;;;;;;;;;;
wms_order_item_weighables;id;bigint unsigned;SI;N/A;https://oms.janis.in/api/order/{id};Nula;wms_order_item_weighables id;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_order_item_weighables;order_id;bigint unsigned;SI;id (orden padre);https://oms.janis.in/api/order/{id};Completa;wms_order_item_weighables order_id;ID de la orden que contiene el item;;;;;;;;;;;;;;;;;
wms_order_item_weighables;order_item;bigint unsigned;SI;items[].id;https://oms.janis.in/api/order/{id};Completa;wms_order_item_weighables order_item;ID del item dentro del array items[];;;;;;;;;;;;;;;;;
wms_order_item_weighables;weight;int unsigned;SI;items[].dimensions.weight;https://oms.janis.in/api/order/{id};Completa;wms_order_item_weighables weight;Peso estimado del producto;;;;;;;;;;;;;;;;;
wms_order_item_weighables;weight_picked;decimal(15,3);SI;items[].pickingResult.weight;https://oms.janis.in/api/order/{id};Parcial;wms_order_item_weighables weight_picked;Solo disponible después del picking, para items con isPrepacked=true;;;;;;;;;;;;;;;;;
wms_order_item_weighables;price;decimal(15,5) unsigned;SI;items[].purchasedPrice;https://oms.janis.in/api/order/{id};Completa;wms_order_item_weighables price;Precio del item;;;;;;;;;;;;;;;;;
wms_order_item_weighables;quantity;smallint;SI;items[].pickingResult.quantity;https://oms.janis.in/api/order/{id};Parcial;wms_order_item_weighables quantity;Solo disponible después del picking;;;;;;;;;;;;;;;;;
wms_order_status_changes;order_id;bigint unsigned;SI;N/A (inferido del endpoint);https://oms.janis.in/api/order/{id};Parcial;wms_order_status_changes order_id;id;;;;;;;;;;;;;;;;;
wms_order_status_changes;extra;text;SI;customData;https://oms.janis.in/api/order/{id}/history;Parcial;wms_order_status_changes extra;Objeto JSON en API, text en BD;;;;;;;;;;;;;;;;;
wms_order_status_changes;old_status;int;SI;N/A;https://oms.janis.in/api/order/{id}/history;Nula;wms_order_status_changes old_status;Chequeo por parte de Janis;;;;;;;;;;;;;;;;;
wms_order_status_changes;new_status;int;SI;name;https://oms.janis.in/api/order/{id}/history;Parcial;wms_order_status_changes new_status;API usa strings (new, needsIntervention), BD usa números;;;;;;;;;;;;;;;;;
wms_order_status_changes;user_created;bigint;SI;userCreated;https://oms.janis.in/api/order/{id}/history;Parcial;wms_order_status_changes user_created;Puede ser null en API;;;;;;;;;;;;;;;;;
wms_order_status_changes;date_created;bigint;SI;dateCreated;https://oms.janis.in/api/order/{id}/history;Parcial;wms_order_status_changes date_created;Conversión ISO 8601 → Unix timestamp;;;;;;;;;;;;;;;;;
wms_stores;id;bigint;SI;id;https://commerce.janis.in/api/stores;Completa;wms_stores id;ID interno de Janis;;;;;;;;;;;;;;;;;
wms_stores;title;varchar(255);SI;title;https://commerce.janis.in/api/stores;Completa;wms_stores title;Nombre de la tienda;;;;;;;;;;;;;;;;;
